id,target
114,8649087.713307653
115,3307818.535064929
116,4273685.480342898
117,11867884.170610268
118,12225678.985280033
119,1147471.4783565116
120,3374855.359632822
121,6656540.741136556
122,2415160.1894238866
123,2211656.85769834
124,2611025.043136859
125,13743875.236748341
126,2104617.8922420167
127,2940903.63340264
128,1903749.6226301768
129,3833113.606368551
130,9681566.785896674
131,4828363.2475224165
132,3283014.1994339963
133,70101646.16279006
134,18111439.539495725
135,1994523.5402168424
136,16170571.340895677
137,2350056.3953984035
138,3511146.000651116
139,21020460.63725723
140,4489930.9448707355
141,49179548.076246426
142,21460569.528951954
143,21327214.88286122
144,11474005.031541765
145,3548942.044605811
146,1597603.1556096494
147,6698636.246364963
148,2115237.8309550206
149,2910067.588177291
150,919221.2284187287
151,3551447.306814315
152,1767420.327247178
153,10995722.893048763
154,47175265.42323127
155,14208098.629098505
156,2433278.2741955924
157,2614015.593326947
158,2598334.4563945606
159,2950495.1726340805
160,1973793.4013202097
161,4750412.001377155
162,9171751.201381698
163,21378685.839747142
164,9597983.132366624
165,3768773.823137345
166,1862955.2236554923
167,2190936.322205174
168,2699253.409094049
169,6103016.795957363
170,6586672.404188072
171,4325058.001359366
172,4485759.537447494
173,3423494.7234734893
174,7166581.143083689
175,1692876.631848706
176,7186440.495520891
177,13735495.420950105
178,4360817.903421707
179,1303415.7306706833
180,4679142.235012237
181,6305498.311691145
182,1326366.9609633076
183,1193749.8732124115
184,47771513.348405086
185,3289601.4625379443
186,9555402.755456798
187,7220344.883765073
188,4913972.766470176
189,3356359.743543073
190,2124032.6294039954
191,3897553.7934617596
192,2092418.7528818652
193,5283979.611270388
194,3065958.1953176903
195,4340365.379110011
196,879645.7619249618
197,7447673.744853871
198,8747650.190747438
199,6676084.658946525
200,3162589.3443588368
201,7946979.023980196
202,19352587.574517816
203,8688397.281666312
204,13812479.971302683
205,4935937.030453056
206,-200749.0238850041
207,9379088.328266192
208,3907846.322695905
209,3743680.0639586123
210,2658336.137243581
211,17694091.293232843
212,-2015743.8652212746
213,1114136.3467668344
214,545776.7374876854
215,1982640.25309778
216,22572295.48588271
217,2867184.1685713483
218,3210497.6072107833
219,13452498.787734754
220,13136532.324925756
221,14457342.162396079
222,1192709.828166731
223,10037220.764335513
224,10177646.124113327
225,2979207.283159458
226,12381549.806554554
227,309318.4569984809
228,3305209.6386240027
229,2609840.0028182687
230,2855468.331887126
231,3586466.6520247646
232,66480.87010289337
233,4768380.988237298
234,5346851.760282207
235,4664692.528485618
236,2864771.7272154633
237,28657523.759987522
238,12103592.387375614
239,2332743.3084160737
240,41967922.17616564
241,46322591.49650207
242,20847457.72174273
243,11521358.249800423
244,13796398.429458387
245,657109.5578247334
246,1979343.1559028886
247,6942136.627986224
248,2861207.4882139172
249,3242765.593995598
250,1278166.284778984
251,15544019.758295005
252,3563082.4924470573
253,5938273.233773142
254,1487978.7030245406
255,14169189.017368129
256,3237692.497764937
257,18677385.02544303
258,18252542.55039861
259,2657765.985487934
260,4963210.576577976
261,1803349.8673160798
262,3153415.992658715
263,4662872.502535816
264,2115978.823898977
265,17374125.969663743
266,2392034.407840455
267,3092785.9912362867
268,3143542.44557473
269,6984649.095720131
270,1575826.2992913174
271,3816051.892679861
272,8440829.436424814
273,10834813.594079329
274,8366409.373724358
275,5248605.562694016
276,2417691.224930808
277,3913761.253666191
278,7515586.178765353
279,18679016.681600336
280,5313217.681830048
281,3067163.0399521957
282,1460231.399206962
283,2749886.4189902125
284,1376119.336549002
285,3432896.182925095
286,4020830.290399767
287,10556428.857437477
288,2966789.3986222586
289,6410767.724473774
290,6974211.204936811
291,5143562.903653674
292,18156488.97366899
293,6979694.124632924
294,2782281.1348102083
295,3967910.189255344
296,23424340.01392498
297,7985401.588742424
298,2521440.7701321314
299,3971969.192620857
300,4260393.955566058
301,2919057.0671027442
302,6117866.404197402
303,3205601.7433999297
304,21347863.746675238
305,8395891.664012453
306,9460183.110381586
307,18307143.5944481
308,3066840.209415199
309,2382073.603580302
310,9260948.554471558
311,78115066.41821726
312,5088847.322746435
313,3529947.396374729
314,2936576.5115182283
315,5192145.3704390265
316,4010176.254374492
317,11662974.800115135
318,4074765.0696249753
319,2151490.6108586527
320,12448806.898986902
321,9206281.027299538
322,15459685.569935353
323,3672077.482695631
324,2211656.85769834
325,3204233.0920579834
326,12196312.634652667
327,27054417.866671626
328,6546605.94388888
329,7076862.058805575
330,7375868.033515083
331,4507262.7957299
332,5765198.26858856
333,2575679.299769485
334,3395178.0525611723
335,676937.3028987026
336,20374941.983918063
337,3542243.8734916053
338,13296627.966460237
339,2906259.150821579
340,2853938.717582686
341,4123129.756549156
342,1619098.8658224184
343,20325872.855654426
344,10059215.356906394
345,3107048.3148007295
346,5247241.795495794
347,14058379.615795305
348,11614174.980998797
349,1209081.3099049127
350,8440063.934262242
351,2381368.254664969
352,1532172.7167063376
353,4458099.103217779
354,11808798.068047667
355,1918555.1465115023
356,2976039.833381392
357,3889313.105256487
358,4894980.734077356
359,3345121.1365427603
360,3919182.5185682154
361,3814273.3373782863
362,2294408.4527721526
363,9622753.374927666
364,2397696.5319728907
365,5168822.575461923
366,752802.3255538337
367,36611186.96870706
368,3511146.000651116
369,1232197.366689427
370,12141174.399645269
371,20371963.8857912
372,18877704.03097207
373,3601234.095433909
374,3035770.4638255704
375,8462815.277478624
376,3221443.9947950887
377,5343738.090038334
378,4718701.407892201
379,16250984.41647046
380,2837582.280981601
381,3528262.480710644
382,5300761.024400965
383,108228853.95162079
384,1121476.658674053
385,5444574.936830438
386,16927891.21939828
387,1742888.813324598
388,3782449.9663844113
389,2907821.125584185
390,7870019.438091439
391,3511146.000651116
392,6976834.770380768
393,8440829.436424814
394,3263505.9798966637
395,3843541.8779643974
396,4405710.795716142
397,1353117.1666724412
398,1702578.6323310563
399,14911698.126476374
400,2633549.755587429
401,6418045.153658743
402,3076129.8111471673
403,10078515.689166421
404,13057427.501779962
405,589746.4192250605
406,48597780.58525222
407,5938273.233773142
408,8786604.162404282
409,12753113.585742341
410,22449444.00677762
411,21549053.528082315
412,783854.0828085289
413,11018440.39069561
414,8680161.052328968
415,8769082.989321934
416,4047729.6587437647
417,3461312.2601575605
418,23367877.976455066
419,4559393.955263061
420,3810082.2335019778
421,5133636.373845166
422,23053225.97592678
423,11062404.67315995
424,2686090.7470548735
425,1219214.0300708131
426,3511146.000651116
427,52651422.349291
428,2768022.1002578344
429,3013678.3804285075
430,6884631.611078963
431,11633399.730087599
432,4803772.684641886
433,7272813.713006924
434,2824790.2091695587
435,3450903.0050360262
