id,target
182,1212884.6891149783
183,1046529.0016196158
184,47782853.66323801
185,3204814.661197228
186,8613760.931173118
187,8289389.893625623
188,4123798.021373133
189,3224875.103820973
190,2147317.852174099
191,4129158.7566159246
192,2119551.966209556
193,5561882.318942946
194,2610344.6343556554
195,4859885.962376045
196,649184.2415589151
197,7294458.494245147
198,7897477.91829505
199,6562669.846263585
200,2978424.6037931526
201,6578832.073679696
202,21224346.79387332
203,8291127.857769685
204,15500427.449505959
205,4641212.09688853
206,1657255.2276997755
207,9240860.959738865
208,4162748.0371880606
209,3743113.1243947293
210,2697914.0509673976
211,20619745.515628632
212,-2476670.2103948384
213,1065272.6819844148
214,488355.4622015066
215,2129301.9811289506
216,27978996.60706805
217,2770453.7492917776
218,2886698.944838013
219,13885608.480053421
220,12941924.494492475
221,5767253.866935676
222,1476697.0094110335
223,10434086.237289743
224,9248821.261361962
225,3983699.2368763792
226,12369234.93180488
227,326906.330753851
228,3468178.7896761876
229,2540756.759433058
230,3018014.0509673986
231,3597371.661197228
232,28558.664762371976
233,3877696.6938225175
234,6044504.222725164
235,3886714.4802476796
236,3026815.6905840375
237,32958113.090504866
238,11432656.862626173
239,2068482.5699722248
240,44663244.70092375
241,45102931.19213642
242,22211316.419326197
243,11335243.317730715
244,12675773.144390527
245,986504.7149032196
246,2081809.008647196
247,6058014.579552543
248,2997874.3726383164
249,3493984.483529322
250,1181500.4653770514
251,15278694.308222715
252,3580864.578239791
253,6007967.278113685
254,1358039.3291664806
255,14163756.101829091
256,3019605.033122712
257,19840159.981707145
258,19136828.99703127
259,2706715.6905840365
260,4765206.865777976
261,1620074.9010548587
262,2696227.0305521493
263,4706989.204864345
264,2107233.911918383
265,16894003.620047323
266,2178498.3175012823
267,2708108.270363905
268,2696227.0305521493
269,6481263.371142056
270,2025739.6029180817
271,3835498.0089255697
272,7195285.510500136
273,13397410.89042234
274,9041963.700306723
275,5127175.647161895
276,2889023.6624171557
277,3652832.6291493336
278,6026772.895972813
279,15152491.446584849
280,10741403.334447077
281,3148636.460729366
282,1377210.7721837715
283,4279974.504237231
284,1476697.0094110335
285,4010329.6364703695
286,4161244.879335392
287,11045486.13734308
288,3033623.891595945
289,6430121.784725581
290,8025429.778462594
291,4633113.949920046
292,15337231.91274124
293,7941398.423066519
294,2694397.6362928655
295,3668324.4331145817
296,18956428.19715612
297,7937269.589187183
298,2966820.1208395334
299,3372611.996382005
300,3503480.775302098
301,3596929.9728641645
302,5885010.070878139
303,2933673.8465394145
304,7467738.036584332
305,6951793.0519246375
306,9610120.062683867
307,15422862.137673939
308,3151983.364462186
309,2718728.940321245
310,7802846.568827367
311,76085640.46322374
312,4279456.217554719
313,2942627.0305521493
314,2641480.018753294
315,4549846.398555883
316,3863263.894890113
317,12459389.581801588
318,4755095.297484479
319,2088911.4198562626
320,13392972.663759643
321,12178106.696225539
322,14871347.495005153
323,3617432.103820973
324,2315608.612107804
325,2655489.986976444
326,12556634.902386274
327,31427674.26669814
328,6887988.982673751
329,6689122.384279429
330,6921305.782227647
331,5227070.782247316
332,5200139.674441671
333,3538355.791808496
334,3449044.537189507
335,783807.8425760317
336,18689794.6611083
337,3644067.941441996
338,13735025.285876926
339,3054581.5765485805
340,3661876.9424290485
341,4309637.953327325
342,1812583.3731998745
343,21111829.404375643
344,10574997.613054821
345,3114062.026593137
346,5067101.521098582
347,13137146.115570983
348,7456937.615109688
349,1075470.3195653367
350,7892978.254832927
351,2488558.4370543696
352,1558689.0353695066
353,4352696.843769192
354,10958954.534048676
355,1839376.8991591032
356,2381417.4873742554
357,3838846.804848945
358,5039192.459621262
359,2404505.978146131
360,4039011.0293229143
361,3610276.670609052
362,1618982.7361341363
363,9631884.28703149
364,2353633.911918386
365,6681079.171292492
366,747475.7652946322
367,31720814.575142458
368,3589666.21785643
369,1514548.2133872362
370,11237016.242290827
371,16951594.757118687
372,24823425.166105717
373,3770589.7984464257
374,1367828.554042011
375,7806290.611417672
376,2601282.7437868216
377,5612811.738271522
378,4419797.395860558
379,31978770.750009324
380,2659659.5049709673
381,3571565.9673440936
382,5231163.951576665
383,108660192.30754128
384,1046529.0016196158
385,4917729.007927488
386,13931218.10051822
387,1982663.324176352
388,3939027.4354307926
389,4198333.938647404
390,7375048.402063016
391,3589666.21785643
392,4025464.191496519
393,7195285.510500136
394,3290067.0580890565
395,3675629.800173384
396,4424839.231722357
397,1322815.3042944083
398,2535388.25326879
399,15279507.10370771
400,2283066.069858447
401,5201103.27070032
402,2230019.1048983606
403,9442635.079096034
404,12858639.67360131
405,792074.1443209568
406,64101264.534440264
407,5817482.073973481
408,8125545.947216036
409,13622978.896678586
410,21619157.831804227
411,10778846.658042949
412,434582.76840817486
413,10498706.36324106
414,8782345.367195956
415,9054230.264131548
416,4133478.9933708487
417,3223185.855029275
418,22605450.36566813
419,5371052.355521816
420,4484748.034980195
421,5286999.414219498
422,23582146.807210904
423,14389136.274756111
424,2649848.262074932
425,1030913.8678012444
426,3589666.21785643
427,51056990.39594666
428,2744749.5930258688
429,3274704.4269020045
430,6402738.783929004
431,10808708.46930998
432,4739520.287582363
433,6032463.4376885025
434,2810527.983586424
435,2696401.12591221
